Total Decode Datalog Size
0.499 0.127 0.152 18152
0.395 0.103 0.119 14056
0.287 0.072 0.082 9672
0.212 0.051 0.052 9680
0.217 0.051 0.057 9680
0.256 0.062 0.068 9680
0.198 0.044 0.046 9680
0.296 0.072 0.081 8496
0.210 0.049 0.051 7168
0.206 0.052 0.051 7296
0.252 0.058 0.067 7784
0.178 0.043 0.044 6488
0.344 0.090 0.097 13776
0.211 0.050 0.049 9672
0.205 0.050 0.053 9672
0.193 0.050 0.053 9672
0.193 0.046 0.048 9672
0.493 0.147 0.139 17928
0.341 0.089 0.101 13840
0.340 0.092 0.091 13840
0.586 0.155 0.187 17936
0.296 0.075 0.080 13840
0.494 0.133 0.139 14576
0.341 0.087 0.092 11760
0.332 0.093 0.093 12328
0.714 0.200 0.240 19488
0.273 0.071 0.076 10456
0.562 0.166 0.165 17936
0.335 0.089 0.089 13840
0.465 0.128 0.134 17936
0.456 0.120 0.133 17936
0.326 0.079 0.087 13840
0.436 0.160 0.115 13832
0.290 0.079 0.079 13840
0.304 0.080 0.078 13840
0.414 0.109 0.117 13840
0.261 0.066 0.068 9744
0.392 0.112 0.119 14072
0.297 0.076 0.078 9976
0.298 0.079 0.080 10376
0.375 0.102 0.111 14072
0.270 0.065 0.067 9976
0.503 0.146 0.145 17936
0.294 0.080 0.076 13840
0.404 0.106 0.121 13840
0.420 0.113 0.121 13840
0.266 0.071 0.073 9744
0.811 0.226 0.271 26480
0.602 0.160 0.192 18224
0.595 0.160 0.180 18224
0.722 0.188 0.239 22320
0.476 0.128 0.148 18224
0.810 0.218 0.264 22608
0.610 0.162 0.203 18448
0.618 0.170 0.192 18448
0.673 0.186 0.224 19184
0.489 0.126 0.142 14928
1.005 0.304 0.334 30544
0.572 0.153 0.170 18192
0.632 0.167 0.198 18192
0.635 0.171 0.207 18192
0.518 0.143 0.168 18192
0.664 0.193 0.202 22400
0.481 0.131 0.145 18168
0.487 0.127 0.138 18168
0.753 0.209 0.242 22264
0.423 0.105 0.117 14072
0.626 0.178 0.202 19104
0.455 0.128 0.141 15640
0.494 0.135 0.142 16216
0.696 0.198 0.223 20376
0.395 0.102 0.112 14296
0.799 0.223 0.238 22376
0.428 0.117 0.127 18152
0.630 0.171 0.186 18152
0.631 0.174 0.192 22248
0.420 0.111 0.122 18152
0.484 0.172 0.136 14200
0.314 0.080 0.084 14016
0.327 0.084 0.088 14016
0.540 0.149 0.171 18112
0.270 0.068 0.072 14016
0.419 0.116 0.133 14424
0.308 0.081 0.086 14232
0.337 0.086 0.089 14232
0.612 0.163 0.193 18328
0.270 0.068 0.070 10136
0.518 0.147 0.151 18096
0.290 0.076 0.078 14000
0.433 0.110 0.127 14000
0.465 0.115 0.133 14000
0.290 0.073 0.082 14000
0.226 0.062 0.056 10088
0.183 0.042 0.043 10088
0.198 0.045 0.045 10088
0.306 0.078 0.087 10088
0.168 0.037 0.038 10088
0.229 0.054 0.054 7912
0.184 0.039 0.041 6920
0.200 0.043 0.045 7240
0.264 0.064 0.065 8552
0.168 0.035 0.036 6440
0.291 0.072 0.069 10072
0.180 0.040 0.043 10072
0.298 0.080 0.088 10072
0.304 0.081 0.086 10072
0.177 0.039 0.041 10072
0.345 0.097 0.092 14416
0.266 0.061 0.064 14432
0.292 0.069 0.073 14432
0.330 0.087 0.099 14432
0.228 0.054 0.054 10336
0.324 0.085 0.094 11944
0.237 0.059 0.062 10560
0.305 0.068 0.078 11104
0.337 0.085 0.098 12192
0.213 0.051 0.054 9504
0.381 0.104 0.103 14400
0.240 0.058 0.059 14400
0.338 0.091 0.101 14400
0.362 0.092 0.101 14400
0.244 0.058 0.064 10304
0.268 0.068 0.068 11720
0.197 0.049 0.051 11720
0.197 0.046 0.048 11720
0.205 0.050 0.054 11720
0.193 0.042 0.045 11720
0.259 0.063 0.070 11944
0.209 0.049 0.051 8840
0.200 0.047 0.052 8680
0.217 0.047 0.051 8680
0.194 0.040 0.044 8104
0.300 0.082 0.087 11704
0.199 0.045 0.048 11704
0.238 0.061 0.065 11704
0.245 0.060 0.065 11704
0.182 0.043 0.048 11704
0.215 0.058 0.050 9672
0.182 0.041 0.041 9680
0.173 0.040 0.041 9680
0.197 0.044 0.047 9680
0.148 0.034 0.035 9680
0.214 0.050 0.049 7096
0.161 0.038 0.039 6448
0.174 0.040 0.041 6568
0.181 0.040 0.042 6560
0.147 0.033 0.034 5912
0.272 0.068 0.063 9680
0.175 0.038 0.038 9672
0.170 0.039 0.041 9672
0.165 0.039 0.042 9672
0.156 0.036 0.042 9672
0.582 0.166 0.182 17864
0.392 0.107 0.108 13776
0.444 0.124 0.133 17872
0.858 0.222 0.301 21968
0.340 0.090 0.095 13776
0.580 0.155 0.187 16040
0.397 0.106 0.111 12832
0.445 0.122 0.131 14008
0.817 0.213 0.282 20176
0.337 0.088 0.095 11304
0.640 0.183 0.187 21960
0.384 0.106 0.114 13768
0.535 0.148 0.164 17864
0.624 0.170 0.209 17864
0.417 0.114 0.125 13768
1.566 0.470 0.517 42616
1.080 0.309 0.360 34432
1.144 0.320 0.378 38528
2.590 0.712 0.911 67200
0.991 0.266 0.338 34432
1.508 0.408 0.525 42856
1.113 0.307 0.368 34664
1.163 0.320 0.380 34664
3.328 0.870 1.105 71872
0.980 0.266 0.332 30568
1.887 0.528 0.661 50808
1.071 0.303 0.356 34424
1.784 0.500 0.618 50808
1.826 0.518 0.627 50808
0.975 0.279 0.350 34424
0.971 0.280 0.310 30240
0.672 0.180 0.201 22056
0.690 0.191 0.217 26152
1.848 0.478 0.652 46632
0.579 0.153 0.185 22056
0.922 0.257 0.300 26544
0.659 0.178 0.202 22288
0.703 0.196 0.211 22344
2.080 0.536 0.687 46864
0.553 0.145 0.175 18304
1.174 0.340 0.380 34344
0.661 0.177 0.206 22056
0.921 0.239 0.297 26152
0.885 0.241 0.302 26152
0.588 0.162 0.196 22056
1.354 0.385 0.447 38512
0.907 0.249 0.300 30328
0.987 0.265 0.305 30328
2.163 0.559 0.741 54904
0.811 0.208 0.251 26232
1.329 0.360 0.439 34656
0.881 0.254 0.292 27296
0.944 0.265 0.297 30560
2.734 0.700 0.926 59328
0.756 0.197 0.242 23336
1.617 0.462 0.548 42608
0.854 0.247 0.273 26224
1.388 0.373 0.503 34416
1.407 0.387 0.513 38512
0.833 0.224 0.278 26224
0.737 0.215 0.233 26200
0.515 0.144 0.149 18016
0.556 0.157 0.163 22112
0.888 0.239 0.302 26208
0.436 0.116 0.129 18016
0.742 0.209 0.230 22344
0.532 0.143 0.148 16760
0.578 0.154 0.167 17592
0.994 0.260 0.357 25344
0.427 0.115 0.136 14448
0.982 0.280 0.311 30296
0.540 0.148 0.151 18008
0.632 0.164 0.192 18008
0.648 0.170 0.198 18008
0.520 0.141 0.156 18008
1.344 0.387 0.428 37864
0.968 0.245 0.282 33480
1.033 0.260 0.303 33480
1.667 0.392 0.573 41672
0.799 0.198 0.233 29384
1.310 0.345 0.428 38088
0.967 0.245 0.286 30024
1.020 0.258 0.325 31400
1.256 0.315 0.423 34728
0.774 0.199 0.247 26568
1.539 0.454 0.478 46016
0.906 0.243 0.253 29360
1.137 0.293 0.371 33456
1.204 0.306 0.397 33456
0.888 0.230 0.263 29360
1.277 0.349 0.406 37928
0.902 0.233 0.263 29480
1.050 0.261 0.315 33576
2.321 0.583 0.836 54056
0.768 0.192 0.227 29480
1.313 0.339 0.421 36936
0.897 0.235 0.271 29736
1.014 0.261 0.307 31880
1.561 0.380 0.552 39560
0.764 0.192 0.231 26408
0.803 0.186 0.227 26408
0.790 0.186 0.227 26408
0.819 0.190 0.236 26408
0.779 0.186 0.227 26408
0.775 0.186 0.225 26408
0.458 0.163 0.116 13840
0.324 0.083 0.092 13848
0.321 0.083 0.084 13848
0.481 0.129 0.148 17944
0.264 0.069 0.068 13848
0.421 0.111 0.118 14080
0.296 0.079 0.080 11168
0.324 0.084 0.084 11568
0.412 0.113 0.127 14080
0.260 0.070 0.067 10064
0.522 0.149 0.155 17944
0.303 0.079 0.076 13848
0.373 0.101 0.107 13848
0.379 0.104 0.108 13848
0.291 0.072 0.075 13848
0.533 0.146 0.156 17928
0.395 0.107 0.113 17936
0.403 0.111 0.111 17936
0.479 0.130 0.142 17936
0.355 0.096 0.096 13840
0.535 0.144 0.162 16056
0.377 0.106 0.112 14072
0.408 0.113 0.112 14072
0.464 0.126 0.129 15160
0.358 0.095 0.094 12488
0.638 0.188 0.185 22032
0.381 0.109 0.108 13840
0.491 0.192 0.129 17936
0.477 0.132 0.132 17936
0.404 0.104 0.106 13840
14.208 3.769 3.471 701960
10.516 2.482 2.481 636432
2.962 0.559 0.244 275984
3.125 0.586 0.301 275984
2.988 0.540 0.229 271888
14.240 3.769 3.472 700480
10.786 2.506 2.548 632576
3.010 0.546 0.248 272856
3.117 0.573 0.275 273856
2.930 0.532 0.229 271312
35.068 11.423 10.410 714256
21.990 7.475 6.251 472592
21.776 7.242 6.203 472592
21.788 7.309 6.202 472592
21.767 7.257 6.328 468496
1.139 0.341 0.356 34312
0.789 0.228 0.230 26128
0.817 0.241 0.243 30224
1.097 0.299 0.357 34320
0.682 0.191 0.205 26128
1.151 0.322 0.354 34552
0.776 0.225 0.231 26360
0.816 0.237 0.247 27472
0.978 0.277 0.309 30456
0.654 0.189 0.202 22736
1.352 0.436 0.418 42512
0.791 0.228 0.239 26128
0.910 0.266 0.292 30224
0.933 0.271 0.288 30224
0.754 0.214 0.223 26128
0.567 0.178 0.158 18008
0.371 0.101 0.106 13920
0.437 0.119 0.125 18016
0.595 0.153 0.188 18016
0.338 0.089 0.094 13920
0.551 0.151 0.160 18248
0.365 0.096 0.101 14152
0.444 0.119 0.120 14768
0.517 0.145 0.160 16256
0.325 0.088 0.091 12040
0.660 0.201 0.195 22104
0.405 0.112 0.113 18008
0.528 0.141 0.157 18008
0.510 0.142 0.156 18008
0.397 0.104 0.109 13912
1.805 0.495 0.567 55304
1.394 0.366 0.470 50896
1.646 0.390 0.525 54992
2.801 0.639 0.995 67280
1.146 0.287 0.380 42704
1.784 0.479 0.564 55528
1.345 0.346 0.451 46160
1.700 0.401 0.553 52880
2.687 0.601 0.933 65168
1.119 0.283 0.377 40336
2.075 0.613 0.670 63480
1.271 0.351 0.395 46776
1.915 0.513 0.652 54968
1.928 0.523 0.662 54968
1.302 0.343 0.405 46776
17.505 3.026 4.641 1566208
16.996 2.978 4.266 1566216
17.192 3.051 4.370 1566216
17.532 3.021 4.499 1570312
17.335 2.886 4.558 1562120
17.248 3.067 4.286 1565728
17.217 2.913 4.393 1562352
17.230 2.937 4.440 1563096
17.747 3.050 4.823 1566448
17.010 2.945 4.527 1559384
17.136 3.154 4.358 1574408
17.324 2.969 4.614 1562120
17.454 3.028 4.610 1566216
18.740 3.231 5.344 1578504
16.898 2.896 4.220 1562120
