Total Decode Datalog Size
1.638 0.419 0.563 48240
1.147 0.293 0.365 36288
6.683 1.517 2.782 131552
2.696 0.711 0.927 76992
1.166 0.311 0.397 39936
1.381 0.362 0.442 44032
2.108 0.543 0.724 61488
2.809 0.648 1.117 70912
1.745 0.458 0.576 56352
1.086 0.279 0.357 35776
2.132 0.564 0.694 60512
1.353 0.364 0.434 42144
1.122 0.286 0.371 36320
1.184 0.305 0.375 38240
1.296 0.335 0.424 40256
1.517 0.391 0.490 49024
1.129 0.298 0.365 36480
1.652 0.427 0.584 48896
1.191 0.312 0.384 39936
5.188 1.254 1.856 129376
1.474 0.386 0.472 48224
2.327 0.574 0.871 60544
1.143 0.300 0.379 36640
1.129 0.297 0.367 36512
0.999 0.235 0.343 33600
0.919 0.210 0.312 29824
0.700 0.168 0.256 24832
1.218 0.297 0.436 40096
1.597 0.404 0.568 48672
1.615 0.408 0.583 48896
1.552 0.391 0.549 45760
1.698 0.419 0.604 52384
0.832 0.196 0.296 28320
0.798 0.178 0.256 27616
0.871 0.209 0.307 29408
3.210 0.776 1.243 86016
3.961 0.952 1.575 89312
1.166 0.289 0.411 36896
1.714 0.410 0.631 52864
1.590 0.395 0.547 49232
3.011 0.701 1.186 73808
3.195 0.770 1.150 87424
0.883 0.209 0.299 33216
0.714 0.163 0.257 24128
2.971 0.721 1.086 80576
0.730 0.171 0.259 24800
0.698 0.170 0.256 24960
0.759 0.180 0.280 27648
3.637 0.871 1.431 83008
7.868 0.612 5.295 77120
0.670 0.158 0.237 23488
0.924 0.230 0.319 31744
0.759 0.191 0.276 27648
1.185 0.300 0.413 36064
3.819 0.833 1.600 93776
0.744 0.178 0.270 25888
1.003 0.241 0.358 32352
0.700 0.161 0.251 23616
0.833 0.202 0.303 28512
1.144 0.287 0.397 36800
0.825 0.190 0.281 28080
0.693 0.161 0.248 23904
1.468 0.363 0.498 45968
0.677 0.163 0.258 23712
3.133 0.746 1.135 87424
0.148 0.033 0.034 7256
1.082 0.264 0.395 33568
1.620 0.357 0.679 40992
0.764 0.180 0.282 25568
0.846 0.201 0.317 28672
1.009 0.246 0.355 33696
3.264 0.772 1.300 85456
0.784 0.185 0.275 27616
3.644 0.883 1.428 85216
0.779 0.185 0.281 27616
0.775 0.178 0.273 25632
1.948 0.460 0.801 53344
2.052 0.462 0.817 53088
0.772 0.184 0.278 26112
0.721 0.172 0.261 25408
0.888 0.212 0.305 31904
1.753 0.429 0.634 52416
0.705 0.162 0.246 24000
1.623 0.353 0.696 40064
4.682 1.109 1.910 101664
0.774 0.186 0.271 27680
1.033 0.248 0.364 33344
1.448 0.368 0.507 44160
1.602 0.397 0.578 49312
1.419 0.299 0.611 35840
0.752 0.181 0.266 25824
1.579 0.339 0.677 39936
0.812 0.190 0.283 27840
1.182 0.291 0.438 35968
1.450 0.380 0.512 42080
1.429 0.383 0.514 42080
1.672 0.458 0.596 48192
1.666 0.444 0.590 48192
1.374 0.335 0.475 44240
1.281 0.312 0.457 40064
0.746 0.174 0.260 25248
3.164 0.780 1.207 85824
1.724 0.443 0.588 51312
2.349 0.518 0.952 58592
1.906 0.429 0.787 48256
2.336 0.445 0.851 56384
0.926 0.221 0.340 31792
0.706 0.157 0.245 23616
3.550 0.862 1.399 80992
1.821 0.444 0.688 53248
0.735 0.177 0.266 25664
0.925 0.220 0.314 31744
1.242 0.310 0.436 40656
1.671 0.394 0.619 49728
1.160 0.275 0.417 37376
0.681 0.157 0.237 23488
1.216 0.310 0.429 40000
0.804 0.198 0.295 27616
0.689 0.160 0.244 23680
0.723 0.171 0.257 25312
0.781 0.187 0.278 27680
0.999 0.246 0.348 33920
0.676 0.160 0.245 23776
1.022 0.257 0.363 33664
0.725 0.172 0.261 25184
3.135 0.756 1.138 87424
1.027 0.245 0.349 33024
1.638 0.362 0.702 41600
0.708 0.164 0.247 23968
0.685 0.163 0.246 23712
1.631 0.461 0.512 51968
1.392 0.396 0.445 43792
1.067 0.289 0.346 35536
2.050 0.570 0.651 60344
3.118 0.828 1.080 84848
3.042 0.815 1.051 80768
2.976 0.802 1.032 76624
3.137 0.851 1.084 84904
1.272 0.349 0.391 39760
1.166 0.302 0.346 39656
1.343 0.373 0.449 43760
5.682 1.472 2.073 138480
8.140 2.053 3.249 166856
1.994 0.558 0.639 60208
3.308 0.834 1.314 84872
2.520 0.704 0.802 72656
6.844 1.542 3.209 134728
6.237 1.585 2.335 147080
1.341 0.361 0.430 47872
1.013 0.279 0.336 35536
6.102 1.576 2.345 138352
1.127 0.292 0.375 35520
1.019 0.281 0.332 35552
1.093 0.313 0.360 39680
7.666 1.917 3.056 158624
6.030 1.342 2.797 125984
0.934 0.263 0.302 31416
1.460 0.407 0.463 43776
1.187 0.328 0.381 39680
1.819 0.529 0.597 56104
8.257 1.827 3.834 163152
1.155 0.321 0.377 39712
1.589 0.450 0.525 47880
1.005 0.274 0.317 35528
1.331 0.375 0.428 43824
1.758 0.495 0.576 52040
1.170 0.324 0.391 40128
1.021 0.283 0.339 35528
2.492 0.698 0.806 72592
1.000 0.277 0.313 35536
6.272 1.629 2.320 147080
0.193 0.042 0.045 10552
1.862 0.495 0.656 52000
4.096 0.843 2.153 76632
1.167 0.333 0.388 39640
1.380 0.379 0.448 43776
1.684 0.466 0.542 52072
6.130 1.539 2.294 142536
1.134 0.315 0.379 39664
7.668 1.970 3.037 154568
1.165 0.319 0.376 39672
1.118 0.311 0.373 35568
4.571 0.978 2.323 93072
4.751 1.002 2.423 93016
1.144 0.320 0.387 39656
1.103 0.308 0.360 35560
1.315 0.371 0.417 43904
3.193 0.821 1.246 80816
0.992 0.277 0.321 35528
4.031 0.803 2.161 76568
9.608 2.392 3.893 187384
1.130 0.320 0.369 39712
1.718 0.474 0.568 51968
2.533 0.724 0.844 72552
3.018 0.833 1.050 80760
3.603 0.692 1.990 64256
1.140 0.316 0.370 39632
3.768 0.757 2.078 72464
1.283 0.346 0.402 39728
1.988 0.553 0.674 56096
2.524 0.689 0.936 68384
2.541 0.707 0.930 68384
3.345 0.926 1.284 84768
3.363 0.940 1.281 84768
2.317 0.635 0.778 68528
2.368 0.648 0.790 64376
1.066 0.296 0.347 35544
6.331 1.601 2.423 142856
2.887 0.819 0.967 81328
6.278 1.250 3.299 113648
4.550 0.937 2.322 88960
4.531 0.937 2.331 92984
1.457 0.409 0.490 43816
0.978 0.270 0.312 35528
7.441 1.914 2.960 154472
3.260 0.872 1.086 84896
1.094 0.300 0.366 35576
1.493 0.420 0.478 47864
1.973 0.562 0.621 60816
2.854 0.797 0.929 80840
1.908 0.527 0.617 56080
0.950 0.256 0.310 31416
1.910 0.548 0.622 56144
1.247 0.357 0.407 39656
0.999 0.268 0.309 35544
1.092 0.296 0.349 35544
1.177 0.329 0.376 39696
1.509 0.421 0.483 47920
1.015 0.278 0.315 35528
2.109 0.518 0.884 52072
1.104 0.305 0.351 35584
6.260 1.593 2.341 147080
1.505 0.437 0.483 47976
3.890 0.780 2.096 76664
0.971 0.279 0.317 35544
0.985 0.273 0.319 35528
1.134 0.294 0.361 39680
0.991 0.252 0.306 35600
0.722 0.185 0.232 27344
1.338 0.359 0.418 43928
1.817 0.477 0.611 56176
1.835 0.481 0.595 56192
1.729 0.464 0.580 56144
1.919 0.502 0.643 60304
0.880 0.225 0.270 31544
0.820 0.196 0.231 31464
0.909 0.236 0.286 31472
3.642 0.900 1.284 101608
4.530 1.132 1.653 109520
1.255 0.324 0.403 43824
1.845 0.483 0.599 60280
1.671 0.447 0.550 56256
3.558 0.852 1.241 89680
3.590 0.921 1.215 106040
0.945 0.240 0.285 39680
0.719 0.184 0.217 27344
3.462 0.851 1.185 93288
0.710 0.191 0.237 27328
0.724 0.186 0.229 27360
0.799 0.212 0.249 31488
4.123 1.049 1.520 101288
5.585 0.738 2.232 85008
0.656 0.173 0.208 27320
0.967 0.262 0.310 35592
0.854 0.208 0.256 31488
1.256 0.336 0.402 39720
4.287 1.011 1.615 109856
0.784 0.200 0.241 31496
1.089 0.285 0.350 39680
0.686 0.178 0.211 27336
0.908 0.228 0.280 31504
1.199 0.313 0.397 43848
0.843 0.214 0.263 31936
0.704 0.185 0.217 27336
1.618 0.421 0.521 52104
0.703 0.184 0.213 27344
3.631 0.913 1.220 106040
0.144 0.030 0.032 10552
1.189 0.299 0.374 39712
1.779 0.435 0.617 47952
0.825 0.209 0.264 31448
0.911 0.231 0.300 35584
1.089 0.291 0.355 39776
3.640 0.920 1.346 97472
0.786 0.202 0.247 31472
4.157 1.047 1.497 101320
0.787 0.212 0.252 31480
0.770 0.202 0.238 31472
2.152 0.541 0.763 64400
2.148 0.552 0.771 60240
0.822 0.209 0.262 31464
0.768 0.199 0.235 31464
0.928 0.239 0.289 35704
1.948 0.503 0.645 60312
0.676 0.177 0.217 27336
1.678 0.409 0.607 47888
5.252 1.296 1.948 121848
0.813 0.208 0.253 31520
1.089 0.296 0.363 39680
1.632 0.433 0.533 52072
1.832 0.467 0.613 56184
1.433 0.356 0.521 43768
0.811 0.203 0.264 31440
1.636 0.409 0.586 47896
0.843 0.212 0.265 31512
1.325 0.332 0.460 39712
1.651 0.396 0.606 47904
1.677 0.407 0.618 47904
1.675 0.483 0.587 52000
1.744 0.472 0.583 52000
1.540 0.402 0.521 52160
1.429 0.372 0.452 47992
0.751 0.195 0.238 27352
3.682 0.931 1.275 101896
1.981 0.510 0.633 60848
2.605 0.646 0.925 72696
2.074 0.517 0.739 56192
2.500 0.509 0.859 64312
0.977 0.257 0.332 35624
0.706 0.178 0.213 27336
4.066 1.030 1.487 97136
2.023 0.533 0.658 64408
0.782 0.204 0.240 31480
1.008 0.264 0.325 35576
1.350 0.356 0.424 44432
1.720 0.455 0.541 56256
1.298 0.331 0.423 43792
0.678 0.173 0.209 27320
1.337 0.351 0.425 43856
0.864 0.227 0.275 31464
0.659 0.179 0.217 27352
0.751 0.188 0.228 27352
0.828 0.219 0.273 31504
1.051 0.273 0.340 39728
0.706 0.183 0.214 27336
1.133 0.308 0.372 39776
0.743 0.192 0.237 27392
3.567 0.919 1.212 106040
1.084 0.276 0.341 35688
1.733 0.427 0.615 47984
0.697 0.178 0.213 27352
0.698 0.181 0.215 27336
1.126 0.298 0.363 39672
1.036 0.267 0.325 35584
0.742 0.197 0.234 27336
1.364 0.372 0.460 43912
1.899 0.513 0.664 56160
2.052 0.525 0.700 56184
1.923 0.505 0.656 56136
2.079 0.531 0.714 60296
0.913 0.251 0.294 31536
0.900 0.207 0.243 31448
0.979 0.255 0.311 35552
3.792 0.947 1.416 97488
6.159 1.454 2.498 121792
1.376 0.364 0.452 43808
2.092 0.530 0.743 60264
1.968 0.504 0.651 56248
3.651 0.942 1.332 89664
4.581 1.146 1.676 114200
0.950 0.247 0.302 35576
0.752 0.193 0.232 27336
3.783 0.988 1.349 97368
0.786 0.208 0.251 27320
0.745 0.201 0.237 27352
0.837 0.225 0.260 31488
5.805 1.388 2.373 113544
12.417 0.827 9.205 89096
0.676 0.179 0.221 27312
1.156 0.306 0.382 39680
0.850 0.230 0.278 31480
1.454 0.382 0.497 43808
4.520 1.048 1.798 105728
0.806 0.213 0.260 31488
1.174 0.305 0.396 39672
0.710 0.189 0.226 27328
0.977 0.244 0.304 31496
1.422 0.376 0.464 43832
0.889 0.231 0.275 31920
0.706 0.189 0.225 27328
1.699 0.451 0.562 52088
0.717 0.193 0.225 27336
4.676 1.133 1.698 114200
0.150 0.030 0.035 10552
1.213 0.322 0.402 39696
1.774 0.440 0.671 47944
0.817 0.215 0.254 31440
0.924 0.249 0.312 35568
1.121 0.287 0.368 39760
3.931 0.950 1.501 97448
0.876 0.235 0.283 31464
5.694 1.344 2.329 113584
0.824 0.224 0.257 31472
0.838 0.226 0.258 31464
2.413 0.613 0.883 64368
2.278 0.584 0.834 64320
0.855 0.227 0.275 31456
0.782 0.210 0.243 27352
0.982 0.254 0.309 35696
2.510 0.635 0.881 68496
0.738 0.191 0.227 27328
1.779 0.443 0.673 47880
7.067 1.626 2.858 134112
0.884 0.236 0.299 31512
1.211 0.320 0.407 39664
1.729 0.467 0.580 52056
1.983 0.523 0.667 56176
1.539 0.367 0.576 39664
0.782 0.208 0.249 31432
1.700 0.412 0.641 43784
0.908 0.241 0.288 31504
1.363 0.357 0.453 39696
1.632 0.457 0.571 47888
1.629 0.461 0.559 47888
1.885 0.524 0.636 51984
1.869 0.528 0.633 51984
1.599 0.424 0.554 52152
1.545 0.399 0.508 47984
0.797 0.206 0.248 27344
4.494 1.107 1.687 110056
2.135 0.563 0.675 60848
2.870 0.702 1.083 72656
2.168 0.540 0.809 56184
2.743 0.571 0.954 68400
1.107 0.296 0.367 35608
0.704 0.189 0.222 27328
5.506 1.334 2.257 109408
2.377 0.613 0.892 64400
0.782 0.207 0.253 31472
1.036 0.274 0.325 35568
1.408 0.362 0.447 44416
1.958 0.506 0.667 56240
1.522 0.399 0.536 47880
0.728 0.184 0.227 27312
1.432 0.393 0.469 43848
0.918 0.243 0.290 31456
0.713 0.185 0.224 27344
0.777 0.207 0.243 31440
0.917 0.242 0.294 31488
1.166 0.304 0.381 39704
0.740 0.193 0.231 27328
1.236 0.323 0.415 39768
0.753 0.205 0.241 27384
4.588 1.134 1.684 114200
1.134 0.292 0.357 35680
1.757 0.437 0.664 47976
0.705 0.194 0.225 27344
0.706 0.195 0.225 27328
1.128 0.305 0.356 39672
1.094 0.275 0.344 35584
0.745 0.206 0.233 27336
1.446 0.375 0.467 43912
2.012 0.510 0.675 56160
2.061 0.538 0.720 60280
1.943 0.513 0.668 56136
2.115 0.567 0.733 60296
0.935 0.258 0.297 35632
0.925 0.210 0.248 31448
0.997 0.265 0.319 35552
3.890 0.951 1.479 97488
6.858 1.627 2.885 134080
1.436 0.377 0.479 43808
2.222 0.553 0.798 64360
1.998 0.519 0.661 56248
3.754 0.924 1.383 93760
4.513 1.113 1.656 114200
0.988 0.253 0.305 39672
0.739 0.200 0.228 27336
3.979 1.010 1.426 97368
0.825 0.212 0.253 31416
0.760 0.200 0.237 27352
0.866 0.229 0.263 31488
6.480 1.529 2.753 121736
13.152 0.904 9.793 93192
0.719 0.191 0.218 27312
1.275 0.331 0.424 39680
0.920 0.238 0.286 31480
1.475 0.389 0.514 43808
4.534 1.071 1.791 105728
0.831 0.225 0.260 31488
1.211 0.318 0.397 39672
0.715 0.196 0.230 27328
0.947 0.252 0.310 31496
1.467 0.397 0.479 43832
0.883 0.230 0.274 31920
0.739 0.198 0.227 27328
1.712 0.459 0.576 52088
0.736 0.196 0.225 27336
4.544 1.108 1.653 114200
0.139 0.030 0.035 10552
1.213 0.329 0.405 39696
1.815 0.448 0.662 47944
0.820 0.221 0.255 31440
0.976 0.261 0.311 35568
1.115 0.297 0.377 39760
3.933 0.955 1.531 97448
0.887 0.234 0.279 31464
6.382 1.534 2.675 121776
0.856 0.229 0.262 31472
0.858 0.226 0.262 31464
2.426 0.620 0.893 64368
2.363 0.606 0.845 64320
0.859 0.232 0.281 31456
0.791 0.215 0.244 31448
0.991 0.262 0.319 35696
2.782 0.690 1.029 72592
0.719 0.196 0.226 27328
1.787 0.447 0.675 47880
7.715 1.761 3.297 142304
0.902 0.237 0.298 31512
1.248 0.327 0.429 39664
1.824 0.487 0.598 52056
2.028 0.535 0.699 60272
1.500 0.371 0.586 43760
0.761 0.208 0.248 31432
1.777 0.424 0.665 47880
0.908 0.245 0.289 31504
1.365 0.368 0.468 43792
1.673 0.455 0.575 47888
1.607 0.461 0.564 47888
1.930 0.531 0.647 56080
1.873 0.532 0.633 56080
1.739 0.455 0.595 52152
1.595 0.403 0.524 47984
0.766 0.207 0.243 31440
4.685 1.165 1.721 110056
2.114 0.572 0.701 60848
3.799 0.933 1.448 89040
2.222 0.544 0.809 56184
2.735 0.591 0.933 68400
1.119 0.295 0.367 35608
0.726 0.194 0.231 27328
6.185 1.431 2.601 117600
2.454 0.631 0.924 64400
0.807 0.219 0.255 31472
1.028 0.272 0.323 35568
1.379 0.383 0.460 44416
2.058 0.519 0.737 60336
1.594 0.395 0.549 47880
0.711 0.189 0.217 27312
1.452 0.396 0.476 43848
0.912 0.253 0.291 31456
0.749 0.194 0.222 27344
0.807 0.214 0.244 31440
0.965 0.252 0.292 31488
1.208 0.321 0.391 39704
0.727 0.200 0.225 27328
1.268 0.336 0.411 39768
0.773 0.213 0.242 31480
4.588 1.148 1.641 114200
1.126 0.297 0.364 39776
1.819 0.439 0.676 47976
0.698 0.197 0.224 27344
0.743 0.198 0.226 27328
1.021 0.273 0.332 35584
0.950 0.238 0.305 35600
0.713 0.187 0.221 27344
1.309 0.343 0.432 43928
1.749 0.444 0.593 52080
1.746 0.462 0.606 52096
1.688 0.430 0.586 52048
1.846 0.477 0.630 56208
0.842 0.226 0.274 31544
0.812 0.194 0.232 31464
0.861 0.224 0.285 31472
3.528 0.882 1.344 93408
4.566 1.148 1.732 101328
1.224 0.325 0.401 39728
1.902 0.468 0.698 60280
1.728 0.450 0.552 56256
3.386 0.822 1.271 85568
3.606 0.880 1.265 97848
0.905 0.234 0.278 35584
0.704 0.183 0.217 27344
3.377 0.858 1.198 89192
0.719 0.190 0.240 27328
0.702 0.181 0.234 27360
0.799 0.204 0.245 31488
4.214 1.054 1.625 93072
11.922 0.712 9.065 80912
0.685 0.174 0.210 27320
0.987 0.258 0.319 35592
0.810 0.211 0.261 31488
1.264 0.338 0.415 39720
4.125 0.950 1.708 101656
0.752 0.198 0.241 31496
1.105 0.282 0.392 35584
0.682 0.181 0.212 27336
0.853 0.224 0.273 31504
1.223 0.320 0.412 39752
0.819 0.206 0.259 31936
0.693 0.181 0.216 27336
1.560 0.398 0.513 52088
0.676 0.180 0.212 27344
3.591 0.899 1.263 97848
0.148 0.029 0.037 10552
1.131 0.297 0.373 39712
1.765 0.417 0.668 47952
0.752 0.200 0.256 27352
0.902 0.226 0.299 31488
1.054 0.270 0.344 35664
3.568 0.863 1.366 89272
0.774 0.210 0.251 31472
4.161 1.057 1.607 97224
0.806 0.211 0.258 31472
0.746 0.206 0.248 31472
2.274 0.556 0.857 60296
2.192 0.516 0.834 60240
0.771 0.201 0.259 31464
0.747 0.194 0.236 27368
0.909 0.232 0.307 35704
1.918 0.492 0.657 60312
0.701 0.183 0.216 27336
1.703 0.407 0.661 47880
5.238 1.257 2.016 113656
0.794 0.204 0.250 31520
1.113 0.288 0.367 39672
1.597 0.419 0.518 47968
1.749 0.449 0.604 56184
1.458 0.340 0.580 39672
0.729 0.196 0.237 31440
1.650 0.394 0.651 43792
0.844 0.221 0.265 31512
1.292 0.328 0.454 39712
1.511 0.426 0.517 47904
1.525 0.420 0.520 47904
1.688 0.475 0.596 52000
1.725 0.492 0.592 52000
1.488 0.398 0.503 48064
1.388 0.359 0.452 43896
0.714 0.195 0.232 27352
3.521 0.909 1.305 93704
1.881 0.508 0.633 56752
2.538 0.616 0.962 68592
2.032 0.509 0.808 56184
2.422 0.489 0.878 64312
0.974 0.265 0.322 35624
0.678 0.178 0.218 27336
4.054 1.025 1.572 88936
2.004 0.512 0.716 60312
0.755 0.199 0.245 27384
0.943 0.250 0.307 35576
1.325 0.352 0.427 44432
1.772 0.438 0.656 56256
1.269 0.316 0.456 43792
0.679 0.174 0.208 27320
1.308 0.349 0.430 43856
0.853 0.222 0.278 31464
0.699 0.180 0.213 27352
0.725 0.186 0.224 27352
0.813 0.210 0.259 31504
1.031 0.265 0.340 39728
0.688 0.177 0.222 27336
1.187 0.302 0.402 39776
0.724 0.194 0.231 27392
3.648 0.881 1.267 97848
1.014 0.272 0.342 35688
1.713 0.405 0.676 47984
0.696 0.176 0.223 27352
0.697 0.182 0.215 27336
